"pars" "rmse" "lambdas_df" "gamma_df" "mtry_df" "dataset" "model" "good" "bad"
"1520" 9 0.536348243862552 0.7 0.999 195 7 "boosted_rf" 1 0.133333333333333
"1521" 182 0.483720216774041 0.9 0.001 195 7 "boosted_rf" 0.622857142857143 0.133333333333333
"1522" 79 0.496108040686663 0.9 0.2505 195 7 "boosted_rf" 0.643835616438356 0.111111111111111
"1523" 31 0.479458076476407 0.9 0.5 195 7 "boosted_rf" 0.653846153846154 0.0888888888888889
"1524" 17 0.512664731712083 0.9 0.7495 195 7 "boosted_rf" 0.7 0.133333333333333
"1525" 8 0.556031820651115 0.9 0.999 195 7 "boosted_rf" 1 0.133333333333333
"1526" 6 0.53399902951479 0.1 0.001 225 7 "boosted_rf" 1 0.0444444444444444
"1527" 6 0.53077514062486 0.1 0.2505 225 7 "boosted_rf" 1 0.0666666666666667
"1528" 7 0.536916312104589 0.1 0.5 225 7 "boosted_rf" 0.5 0.0888888888888889
"1529" 7 0.539594463213586 0.1 0.7495 225 7 "boosted_rf" 1 0.111111111111111
"1530" 8 0.512418421701307 0.1 0.999 225 7 "boosted_rf" 1 0.111111111111111
"1531" 12 0.506746330934379 0.3 0.001 225 7 "boosted_rf" 1 0.0666666666666667
"1532" 9 0.50565507548135 0.3 0.2505 225 7 "boosted_rf" 1 0.0666666666666667
"1533" 8 0.51598681082467 0.3 0.5 225 7 "boosted_rf" 0.75 0.0666666666666667
"1534" 7 0.511296668393808 0.3 0.7495 225 7 "boosted_rf" 1 0.0666666666666667
"1535" 7 0.538232580055251 0.3 0.999 225 7 "boosted_rf" 1 0.0888888888888889
"1536" 22 0.498830869244858 0.5 0.001 225 7 "boosted_rf" 0.736842105263158 0.0444444444444444
"1537" 18 0.507754030092388 0.5 0.2505 225 7 "boosted_rf" 0.928571428571429 0.0666666666666667
"1538" 12 0.503237478523417 0.5 0.5 225 7 "boosted_rf" 0.75 0.0666666666666667
"1539" 9 0.541629575461639 0.5 0.7495 225 7 "boosted_rf" 1 0.0888888888888889
"1540" 6 0.540026480748085 0.5 0.999 225 7 "boosted_rf" 1 0.0888888888888889
"1541" 71 0.481127707717752 0.7 0.001 225 7 "boosted_rf" 0.617647058823529 0.0444444444444444
"1542" 32 0.49940302188915 0.7 0.2505 225 7 "boosted_rf" 0.655172413793103 0.0444444444444444
"1543" 18 0.519835717761919 0.7 0.5 225 7 "boosted_rf" 0.642857142857143 0.0666666666666667
"1544" 9 0.521473893080836 0.7 0.7495 225 7 "boosted_rf" 0.8 0.0666666666666667
"1545" 6 0.539015345204612 0.7 0.999 225 7 "boosted_rf" 1 0.0888888888888889
"1546" 168 0.481485263008268 0.9 0.001 225 7 "boosted_rf" 0.644171779141104 0.0888888888888889
"1547" 70 0.494850421403289 0.9 0.2505 225 7 "boosted_rf" 0.666666666666667 0.0666666666666667
"1548" 27 0.497740115223599 0.9 0.5 225 7 "boosted_rf" 0.652173913043478 0.0666666666666667
"1549" 12 0.496809103632794 0.9 0.7495 225 7 "boosted_rf" 0.875 0.0666666666666667
"1550" 7 0.535892464217281 0.9 0.999 225 7 "boosted_rf" 1 0.111111111111111
"1551" 3 0.534063977911598 0.1 0.001 250 7 "boosted_rf" 1 0.0222222222222222
"1552" 3 0.553977145441612 0.1 0.2505 250 7 "boosted_rf" 1 0.0222222222222222
"1553" 3 0.559130805140245 0.1 0.5 250 7 "boosted_rf" 0 0.0222222222222222
"1554" 4 0.533496825086676 0.1 0.7495 250 7 "boosted_rf" 1 0.0222222222222222
"1555" 3 0.536617352353416 0.1 0.999 250 7 "boosted_rf" 1 0.0222222222222222
"1556" 9 0.53171716603921 0.3 0.001 250 7 "boosted_rf" 0.714285714285714 0.0222222222222222
"1557" 9 0.522097712924926 0.3 0.2505 250 7 "boosted_rf" 0.714285714285714 0.0222222222222222
"1558" 5 0.520205853397512 0.3 0.5 250 7 "boosted_rf" 0.666666666666667 0.0222222222222222
"1559" 4 0.526238609994248 0.3 0.7495 250 7 "boosted_rf" 1 0.0222222222222222
"1560" 3 0.540929122154691 0.3 0.999 250 7 "boosted_rf" 0 0.0222222222222222
"1561" 27 0.505026591466745 0.5 0.001 250 7 "boosted_rf" 0.64 0.0222222222222222
"1562" 15 0.516428853590099 0.5 0.2505 250 7 "boosted_rf" 0.769230769230769 0.0222222222222222
"1563" 9 0.504293754617623 0.5 0.5 250 7 "boosted_rf" 1 0.0222222222222222
"1564" 6 0.501043268269729 0.5 0.7495 250 7 "boosted_rf" 0.75 0.0222222222222222
"1565" 3 0.543235989177067 0.5 0.999 250 7 "boosted_rf" 1 0.0222222222222222
"1566" 60 0.515331077356084 0.7 0.001 250 7 "boosted_rf" 0.586206896551724 0.0222222222222222
"1567" 29 0.485823034935729 0.7 0.2505 250 7 "boosted_rf" 0.703703703703704 0.0222222222222222
"1568" 16 0.500494922493247 0.7 0.5 250 7 "boosted_rf" 0.785714285714286 0.0222222222222222
"1569" 7 0.500377203214171 0.7 0.7495 250 7 "boosted_rf" 0.8 0.0222222222222222
"1570" 4 0.512368591048146 0.7 0.999 250 7 "boosted_rf" 1 0.0222222222222222
"1571" 169 0.483575858853408 0.9 0.001 250 7 "boosted_rf" 0.652694610778443 0.0222222222222222
"1572" 57 0.494067819760641 0.9 0.2505 250 7 "boosted_rf" 0.672727272727273 0.0222222222222222
"1573" 22 0.483925849734336 0.9 0.5 250 7 "boosted_rf" 0.75 0.0222222222222222
"1574" 9 0.520283829139637 0.9 0.7495 250 7 "boosted_rf" 0.571428571428571 0.0222222222222222
"1575" 3 0.541332117601841 0.9 0.999 250 7 "boosted_rf" 1 0.0222222222222222
"1576" 100 0.47507932315384 0.1 0.001 15 8 "boosted_rf" 0.75 0.777777777777778
"1577" 104 0.480995719963593 0.1 0.2505 15 8 "boosted_rf" 0.683333333333333 0.955555555555556
"1578" 97 0.484830985953587 0.1 0.5 15 8 "boosted_rf" 0.716981132075472 0.955555555555556
"1579" 100 0.470787946832004 0.1 0.7495 15 8 "boosted_rf" 0.767857142857143 0.955555555555556
"1580" 103 0.484189336803511 0.1 0.999 15 8 "boosted_rf" 0.728813559322034 0.955555555555556
"1581" 108 0.485111694346755 0.3 0.001 15 8 "boosted_rf" 0.644736842105263 0.688888888888889
"1582" 106 0.472261485669106 0.3 0.2505 15 8 "boosted_rf" 0.741935483870968 0.955555555555556
"1583" 102 0.481330681179682 0.3 0.5 15 8 "boosted_rf" 0.775862068965517 0.955555555555556
"1584" 100 0.47561175477191 0.3 0.7495 15 8 "boosted_rf" 0.75 0.955555555555556
"1585" 105 0.479850158475948 0.3 0.999 15 8 "boosted_rf" 0.737704918032787 0.955555555555556
"1586" 140 0.485152355083793 0.5 0.001 15 8 "boosted_rf" 0.60952380952381 0.755555555555556
"1587" 121 0.480530820951559 0.5 0.2505 15 8 "boosted_rf" 0.769230769230769 0.933333333333333
"1588" 102 0.477963768033996 0.5 0.5 15 8 "boosted_rf" 0.706896551724138 0.955555555555556
"1589" 103 0.48002644476944 0.5 0.7495 15 8 "boosted_rf" 0.745762711864407 0.955555555555556
"1590" 98 0.475654496001955 0.5 0.999 15 8 "boosted_rf" 0.722222222222222 0.955555555555556
"1591" 192 0.485872184301039 0.7 0.001 15 8 "boosted_rf" 0.632258064516129 0.8
"1592" 150 0.483340466132881 0.7 0.2505 15 8 "boosted_rf" 0.62962962962963 0.911111111111111
"1593" 116 0.48359297431137 0.7 0.5 15 8 "boosted_rf" 0.680555555555556 0.955555555555556
"1594" 100 0.49233396627131 0.7 0.7495 15 8 "boosted_rf" 0.684210526315789 0.933333333333333
"1595" 103 0.478955052604465 0.7 0.999 15 8 "boosted_rf" 0.76271186440678 0.955555555555556
"1596" 250 0.483908095396778 0.9 0.001 15 8 "boosted_rf" 0.635922330097087 0.955555555555556
"1597" 201 0.488687205963881 0.9 0.2505 15 8 "boosted_rf" 0.647798742138365 0.911111111111111
"1598" 128 0.479043751284525 0.9 0.5 15 8 "boosted_rf" 0.63953488372093 0.911111111111111
"1599" 108 0.477252646677399 0.9 0.7495 15 8 "boosted_rf" 0.6875 0.955555555555556
"1600" 97 0.486106060534267 0.9 0.999 15 8 "boosted_rf" 0.735849056603774 0.955555555555556
"1601" 44 0.48714475986719 0.1 0.001 45 8 "boosted_rf" 0.62962962962963 0.355555555555556
"1602" 42 0.505718273381979 0.1 0.2505 45 8 "boosted_rf" 0.666666666666667 0.777777777777778
"1603" 43 0.512716605251518 0.1 0.5 45 8 "boosted_rf" 0.75 0.755555555555556
"1604" 42 0.533584916193536 0.1 0.7495 45 8 "boosted_rf" 0.666666666666667 0.777777777777778
"1605" 40 0.534889754530686 0.1 0.999 45 8 "boosted_rf" 0.6 0.755555555555556
"1606" 48 0.481902977853125 0.3 0.001 45 8 "boosted_rf" 0.714285714285714 0.266666666666667
"1607" 47 0.480841591834975 0.3 0.2505 45 8 "boosted_rf" 0.714285714285714 0.555555555555556
"1608" 48 0.489723139499285 0.3 0.5 45 8 "boosted_rf" 0.736842105263158 0.622222222222222
"1609" 42 0.518084594560431 0.3 0.7495 45 8 "boosted_rf" 0.5 0.733333333333333
"1610" 43 0.495999813621219 0.3 0.999 45 8 "boosted_rf" 0.714285714285714 0.777777777777778
"1611" 78 0.482738857486255 0.5 0.001 45 8 "boosted_rf" 0.625 0.288888888888889
"1612" 68 0.479023435583914 0.5 0.2505 45 8 "boosted_rf" 0.744186046511628 0.533333333333333
"1613" 54 0.470670486159472 0.5 0.5 45 8 "boosted_rf" 0.703703703703704 0.577777777777778
"1614" 48 0.496622548074911 0.5 0.7495 45 8 "boosted_rf" 0.625 0.688888888888889
"1615" 41 0.553739211774325 0.5 0.999 45 8 "boosted_rf" 0.5 0.8
"1616" 132 0.483698437647889 0.7 0.001 45 8 "boosted_rf" 0.73728813559322 0.288888888888889
"1617" 82 0.476740062559703 0.7 0.2505 45 8 "boosted_rf" 0.725806451612903 0.422222222222222
"1618" 60 0.475074985231177 0.7 0.5 45 8 "boosted_rf" 0.666666666666667 0.511111111111111
"1619" 49 0.496832459679295 0.7 0.7495 45 8 "boosted_rf" 0.789473684210526 0.644444444444444
"1620" 40 0.542109830016457 0.7 0.999 45 8 "boosted_rf" 0.5 0.777777777777778
"1621" 210 0.479099092011027 0.9 0.001 45 8 "boosted_rf" 0.652631578947368 0.422222222222222
"1622" 130 0.47820334789204 0.9 0.2505 45 8 "boosted_rf" 0.666666666666667 0.466666666666667
"1623" 78 0.4848242923032 0.9 0.5 45 8 "boosted_rf" 0.618181818181818 0.488888888888889
"1624" 51 0.493940776217086 0.9 0.7495 45 8 "boosted_rf" 0.615384615384615 0.533333333333333
"1625" 41 0.52785531301934 0.9 0.999 45 8 "boosted_rf" 0.6 0.777777777777778
"1626" 25 0.50519451748021 0.1 0.001 75 8 "boosted_rf" 0.785714285714286 0.222222222222222
"1627" 28 0.508141152522391 0.1 0.2505 75 8 "boosted_rf" 0.8 0.488888888888889
"1628" 29 0.514862675303143 0.1 0.5 75 8 "boosted_rf" 0.6 0.511111111111111
"1629" 28 0.531383912562726 0.1 0.7495 75 8 "boosted_rf" 0.75 0.511111111111111
"1630" 27 0.53022537286196 0.1 0.999 75 8 "boosted_rf" 1 0.533333333333333
"1631" 34 0.497932247281616 0.3 0.001 75 8 "boosted_rf" 0.666666666666667 0.266666666666667
"1632" 32 0.489653229909932 0.3 0.2505 75 8 "boosted_rf" 0.8 0.355555555555556
"1633" 29 0.499009610190635 0.3 0.5 75 8 "boosted_rf" 0.666666666666667 0.355555555555556
"1634" 26 0.507430549751101 0.3 0.7495 75 8 "boosted_rf" 1 0.422222222222222
"1635" 28 0.532763579682478 0.3 0.999 75 8 "boosted_rf" 1 0.555555555555556
"1636" 55 0.484641943896168 0.5 0.001 75 8 "boosted_rf" 0.837209302325581 0.244444444444444
"1637" 43 0.493300828219551 0.5 0.2505 75 8 "boosted_rf" 0.75 0.311111111111111
"1638" 33 0.481709946670421 0.5 0.5 75 8 "boosted_rf" 0.789473684210526 0.288888888888889
"1639" 29 0.495531787158706 0.5 0.7495 75 8 "boosted_rf" 0.8 0.4
"1640" 28 0.532740116789736 0.5 0.999 75 8 "boosted_rf" 0.666666666666667 0.533333333333333
"1641" 114 0.483607569648401 0.7 0.001 75 8 "boosted_rf" 0.702970297029703 0.266666666666667
"1642" 58 0.485147806475385 0.7 0.2505 75 8 "boosted_rf" 0.74468085106383 0.222222222222222
"1643" 38 0.4914456648872 0.7 0.5 75 8 "boosted_rf" 0.863636363636364 0.333333333333333
"1644" 34 0.486163476626717 0.7 0.7495 75 8 "boosted_rf" 0.8125 0.377777777777778
"1645" 28 0.5336903338963 0.7 0.999 75 8 "boosted_rf" 0.75 0.511111111111111
"1646" 200 0.476768363310144 0.9 0.001 75 8 "boosted_rf" 0.620320855614973 0.266666666666667
"1647" 113 0.473985188834008 0.9 0.2505 75 8 "boosted_rf" 0.639175257731959 0.333333333333333
"1648" 50 0.484170091808032 0.9 0.5 75 8 "boosted_rf" 0.567567567567568 0.266666666666667
"1649" 34 0.493574175065019 0.9 0.7495 75 8 "boosted_rf" 0.777777777777778 0.333333333333333
"1650" 26 0.539831170142183 0.9 0.999 75 8 "boosted_rf" 0.666666666666667 0.488888888888889
"1651" 20 0.495899646108371 0.1 0.001 105 8 "boosted_rf" 0.6 0.2
"1652" 20 0.511484438144176 0.1 0.2505 105 8 "boosted_rf" 1 0.355555555555556
"1653" 19 0.508487864845641 0.1 0.5 105 8 "boosted_rf" 1 0.333333333333333
"1654" 19 0.484711170662305 0.1 0.7495 105 8 "boosted_rf" 1 0.333333333333333
"1655" 20 0.545392466938247 0.1 0.999 105 8 "boosted_rf" 1 0.4
"1656" 25 0.488655703283692 0.3 0.001 105 8 "boosted_rf" 0.733333333333333 0.2
"1657" 20 0.509826818625766 0.3 0.2505 105 8 "boosted_rf" 0.875 0.244444444444444
"1658" 21 0.507489454429119 0.3 0.5 105 8 "boosted_rf" 0.571428571428571 0.288888888888889
"1659" 21 0.50832646133846 0.3 0.7495 105 8 "boosted_rf" 0.6 0.333333333333333
"1660" 19 0.53328102649792 0.3 0.999 105 8 "boosted_rf" 1 0.377777777777778
"1661" 43 0.480917620902955 0.5 0.001 105 8 "boosted_rf" 0.6 0.155555555555556
"1662" 32 0.477299834997409 0.5 0.2505 105 8 "boosted_rf" 0.636363636363636 0.2
"1663" 23 0.47654064265694 0.5 0.5 105 8 "boosted_rf" 0.833333333333333 0.222222222222222
"1664" 20 0.502952964088346 0.5 0.7495 105 8 "boosted_rf" 0.714285714285714 0.266666666666667
"1665" 19 0.522884709468407 0.5 0.999 105 8 "boosted_rf" 1 0.355555555555556
"1666" 96 0.485473756624524 0.7 0.001 105 8 "boosted_rf" 0.727272727272727 0.155555555555556
"1667" 52 0.480418607825599 0.7 0.2505 105 8 "boosted_rf" 0.738095238095238 0.2
"1668" 31 0.470893912653183 0.7 0.5 105 8 "boosted_rf" 0.75 0.222222222222222
"1669" 21 0.494283525790279 0.7 0.7495 105 8 "boosted_rf" 0.5 0.266666666666667
"1670" 17 0.53866538953376 0.7 0.999 105 8 "boosted_rf" 1 0.333333333333333
"1671" 183 0.476691033996449 0.9 0.001 105 8 "boosted_rf" 0.624277456647399 0.2
"1672" 86 0.48502573323568 0.9 0.2505 105 8 "boosted_rf" 0.64 0.222222222222222
"1673" 41 0.486039032480387 0.9 0.5 105 8 "boosted_rf" 0.766666666666667 0.222222222222222
"1674" 25 0.51986294905016 0.9 0.7495 105 8 "boosted_rf" 0.666666666666667 0.266666666666667
"1675" 18 0.534005237513031 0.9 0.999 105 8 "boosted_rf" 1 0.355555555555556
"1676" 13 0.527558856903508 0.1 0.001 135 8 "boosted_rf" 0.666666666666667 0.133333333333333
"1677" 14 0.514576110125644 0.1 0.2505 135 8 "boosted_rf" 0.666666666666667 0.222222222222222
"1678" 16 0.494060346749646 0.1 0.5 135 8 "boosted_rf" 1 0.244444444444444
"1679" 15 0.525573946117684 0.1 0.7495 135 8 "boosted_rf" 0.666666666666667 0.244444444444444
"1680" 13 0.52918524415661 0.1 0.999 135 8 "boosted_rf" 0.5 0.222222222222222
"1681" 18 0.486629832749977 0.3 0.001 135 8 "boosted_rf" 0.666666666666667 0.111111111111111
"1682" 17 0.510223856698523 0.3 0.2505 135 8 "boosted_rf" 0.6 0.133333333333333
"1683" 17 0.49141850059996 0.3 0.5 135 8 "boosted_rf" 0.75 0.177777777777778
"1684" 15 0.514445462111976 0.3 0.7495 135 8 "boosted_rf" 0.6 0.2
"1685" 15 0.533308568777074 0.3 0.999 135 8 "boosted_rf" 0.5 0.266666666666667
"1686" 37 0.479513314019139 0.5 0.001 135 8 "boosted_rf" 0.625 0.0888888888888889
"1687" 27 0.481903665035639 0.5 0.2505 135 8 "boosted_rf" 0.842105263157895 0.155555555555556
"1688" 21 0.474743414653432 0.5 0.5 135 8 "boosted_rf" 0.666666666666667 0.177777777777778
"1689" 15 0.514234667786542 0.5 0.7495 135 8 "boosted_rf" 0.8 0.2
"1690" 13 0.530548078717693 0.5 0.999 135 8 "boosted_rf" 0.5 0.222222222222222
"1691" 87 0.47369824074199 0.7 0.001 135 8 "boosted_rf" 0.582278481012658 0.155555555555556
"1692" 41 0.477959862608304 0.7 0.2505 135 8 "boosted_rf" 0.742857142857143 0.111111111111111
"1693" 24 0.490369420891115 0.7 0.5 135 8 "boosted_rf" 0.6 0.177777777777778
"1694" 18 0.475610454996851 0.7 0.7495 135 8 "boosted_rf" 0.6 0.155555555555556
"1695" 15 0.530477389470425 0.7 0.999 135 8 "boosted_rf" 0.5 0.266666666666667
"1696" 176 0.480299391095587 0.9 0.001 135 8 "boosted_rf" 0.627218934911243 0.133333333333333
"1697" 75 0.495661149866256 0.9 0.2505 135 8 "boosted_rf" 0.705882352941177 0.133333333333333
"1698" 38 0.495469247911917 0.9 0.5 135 8 "boosted_rf" 0.766666666666667 0.155555555555556
"1699" 18 0.505442380481127 0.9 0.7495 135 8 "boosted_rf" 0.888888888888889 0.177777777777778
"1700" 13 0.529972033629088 0.9 0.999 135 8 "boosted_rf" 0.5 0.222222222222222
"1701" 10 0.514165217082703 0.1 0.001 165 8 "boosted_rf" 0.6 0.0888888888888889
"1702" 11 0.532747768147917 0.1 0.2505 165 8 "boosted_rf" 0.666666666666667 0.155555555555556
"1703" 12 0.532138691233271 0.1 0.5 165 8 "boosted_rf" 0.5 0.2
"1704" 12 0.514227713141091 0.1 0.7495 165 8 "boosted_rf" 0.333333333333333 0.177777777777778
"1705" 10 0.531979035094411 0.1 0.999 165 8 "boosted_rf" 0.5 0.155555555555556
"1706" 17 0.506568865089871 0.3 0.001 165 8 "boosted_rf" 0.583333333333333 0.0888888888888889
"1707" 14 0.514284215388755 0.3 0.2505 165 8 "boosted_rf" 0.8 0.0666666666666667
"1708" 12 0.50994188190322 0.3 0.5 165 8 "boosted_rf" 0.833333333333333 0.111111111111111
"1709" 12 0.525869491455721 0.3 0.7495 165 8 "boosted_rf" 0.333333333333333 0.177777777777778
"1710" 10 0.532268862366558 0.3 0.999 165 8 "boosted_rf" 0.5 0.155555555555556
"1711" 33 0.505671189038116 0.5 0.001 165 8 "boosted_rf" 0.678571428571429 0.0888888888888889
"1712" 25 0.488806599076678 0.5 0.2505 165 8 "boosted_rf" 0.7 0.0888888888888889
"1713" 15 0.502244695525805 0.5 0.5 165 8 "boosted_rf" 0.7 0.0888888888888889
"1714" 13 0.503330766483637 0.5 0.7495 165 8 "boosted_rf" 0.666666666666667 0.133333333333333
"1715" 11 0.528332046921874 0.5 0.999 165 8 "boosted_rf" 0.5 0.177777777777778
"1716" 69 0.483192989373424 0.7 0.001 165 8 "boosted_rf" 0.703125 0.0888888888888889
"1717" 39 0.4842465226801 0.7 0.2505 165 8 "boosted_rf" 0.764705882352941 0.0888888888888889
"1718" 22 0.478243689461099 0.7 0.5 165 8 "boosted_rf" 0.8125 0.111111111111111
"1719" 14 0.471357575974045 0.7 0.7495 165 8 "boosted_rf" 0.875 0.111111111111111
"1720" 11 0.528190474761313 0.7 0.999 165 8 "boosted_rf" 0.5 0.177777777777778
"1721" 170 0.482065286093407 0.9 0.001 165 8 "boosted_rf" 0.646341463414634 0.111111111111111
"1722" 70 0.485797009540656 0.9 0.2505 165 8 "boosted_rf" 0.703125 0.111111111111111
"1723" 30 0.486290691958249 0.9 0.5 165 8 "boosted_rf" 0.708333333333333 0.111111111111111
"1724" 17 0.488164969047359 0.9 0.7495 165 8 "boosted_rf" 0.8 0.133333333333333
"1725" 12 0.53141881900382 0.9 0.999 165 8 "boosted_rf" 0.666666666666667 0.177777777777778
"1726" 10 0.509412883201552 0.1 0.001 195 8 "boosted_rf" 0.75 0.111111111111111
"1727" 9 0.518510814359539 0.1 0.2505 195 8 "boosted_rf" 0.666666666666667 0.111111111111111
"1728" 8 0.53181039733321 0.1 0.5 195 8 "boosted_rf" 1 0.133333333333333
"1729" 7 0.534020159891252 0.1 0.7495 195 8 "boosted_rf" 1 0.111111111111111
"1730" 8 0.530875012793788 0.1 0.999 195 8 "boosted_rf" 1 0.133333333333333
"1731" 15 0.478870977472261 0.3 0.001 195 8 "boosted_rf" 0.636363636363636 0.0666666666666667
"1732" 11 0.493933435691747 0.3 0.2505 195 8 "boosted_rf" 0.833333333333333 0.0888888888888889
"1733" 9 0.520900819868603 0.3 0.5 195 8 "boosted_rf" 1 0.111111111111111
"1734" 10 0.496928806010678 0.3 0.7495 195 8 "boosted_rf" 1 0.133333333333333
"1735" 8 0.522685995805599 0.3 0.999 195 8 "boosted_rf" 1 0.111111111111111
"1736" 34 0.484880197046009 0.5 0.001 195 8 "boosted_rf" 0.535714285714286 0.111111111111111
"1737" 18 0.481280497217168 0.5 0.2505 195 8 "boosted_rf" 0.692307692307692 0.0888888888888889
"1738" 15 0.497907876467255 0.5 0.5 195 8 "boosted_rf" 0.8 0.0888888888888889
"1739" 10 0.497619866485557 0.5 0.7495 195 8 "boosted_rf" 1 0.111111111111111
"1740" 9 0.538054544442704 0.5 0.999 195 8 "boosted_rf" 1 0.155555555555556
"1741" 70 0.489432260663544 0.7 0.001 195 8 "boosted_rf" 0.636363636363636 0.0666666666666667
"1742" 34 0.486047933619064 0.7 0.2505 195 8 "boosted_rf" 0.633333333333333 0.0666666666666667
"1743" 21 0.492684823827274 0.7 0.5 195 8 "boosted_rf" 0.857142857142857 0.133333333333333
"1744" 12 0.500920804780422 0.7 0.7495 195 8 "boosted_rf" 0.857142857142857 0.0888888888888889
"1745" 8 0.527624549067325 0.7 0.999 195 8 "boosted_rf" 1 0.133333333333333
"1746" 166 0.47568307653947 0.9 0.001 195 8 "boosted_rf" 0.596273291925466 0.0888888888888889
"1747" 64 0.474443411428132 0.9 0.2505 195 8 "boosted_rf" 0.76271186440678 0.0888888888888889
"1748" 26 0.499951737695768 0.9 0.5 195 8 "boosted_rf" 0.619047619047619 0.0888888888888889
"1749" 13 0.508288127115915 0.9 0.7495 195 8 "boosted_rf" 0.857142857142857 0.111111111111111
"1750" 8 0.521583914755916 0.9 0.999 195 8 "boosted_rf" 1 0.133333333333333
"1751" 7 0.525751283943499 0.1 0.001 225 8 "boosted_rf" 0.333333333333333 0.0666666666666667
"1752" 6 0.534210881025018 0.1 0.2505 225 8 "boosted_rf" 1 0.0888888888888889
"1753" 6 0.53040412474535 0.1 0.5 225 8 "boosted_rf" 1 0.0888888888888889
"1754" 6 0.529745970484632 0.1 0.7495 225 8 "boosted_rf" 1 0.0888888888888889
"1755" 7 0.538470919017303 0.1 0.999 225 8 "boosted_rf" 1 0.111111111111111
"1756" 12 0.506300544466387 0.3 0.001 225 8 "boosted_rf" 0.777777777777778 0.0444444444444444
"1757" 9 0.510329912351639 0.3 0.2505 225 8 "boosted_rf" 0.8 0.0666666666666667
"1758" 9 0.494441758820948 0.3 0.5 225 8 "boosted_rf" 0.6 0.0666666666666667
"1759" 7 0.520865974171978 0.3 0.7495 225 8 "boosted_rf" 1 0.0888888888888889
"1760" 7 0.525762935388175 0.3 0.999 225 8 "boosted_rf" 1 0.111111111111111
"1761" 27 0.472373371987506 0.5 0.001 225 8 "boosted_rf" 0.666666666666667 0.0444444444444444
"1762" 20 0.516990356852327 0.5 0.2505 225 8 "boosted_rf" 0.333333333333333 0.0888888888888889
"1763" 14 0.50548450975317 0.5 0.5 225 8 "boosted_rf" 0.9 0.0666666666666667
"1764" 10 0.485045401254975 0.5 0.7495 225 8 "boosted_rf" 1 0.0888888888888889
"1765" 6 0.547683962136113 0.5 0.999 225 8 "boosted_rf" 1 0.0888888888888889
"1766" 65 0.474116217668578 0.7 0.001 225 8 "boosted_rf" 0.688524590163934 0.0666666666666667
"1767" 33 0.488218793073852 0.7 0.2505 225 8 "boosted_rf" 0.8 0.0444444444444444
"1768" 18 0.48070144988795 0.7 0.5 225 8 "boosted_rf" 0.714285714285714 0.0666666666666667
"1769" 10 0.497967954490879 0.7 0.7495 225 8 "boosted_rf" 0.833333333333333 0.0666666666666667
"1770" 6 0.539312248202734 0.7 0.999 225 8 "boosted_rf" 1 0.0888888888888889
"1771" 170 0.47804870894592 0.9 0.001 225 8 "boosted_rf" 0.624242424242424 0.0888888888888889
"1772" 63 0.491976478359367 0.9 0.2505 225 8 "boosted_rf" 0.728813559322034 0.0666666666666667
"1773" 24 0.506554141330109 0.9 0.5 225 8 "boosted_rf" 0.7 0.0666666666666667
"1774" 11 0.493601406392981 0.9 0.7495 225 8 "boosted_rf" 0.833333333333333 0.0888888888888889
"1775" 6 0.531849393025041 0.9 0.999 225 8 "boosted_rf" 1 0.0888888888888889
"1776" 3 0.537482769368996 0.1 0.001 250 8 "boosted_rf" 1 0.0222222222222222
"1777" 4 0.511560942608206 0.1 0.2505 250 8 "boosted_rf" 0 0.0222222222222222
"1778" 4 0.504632958372141 0.1 0.5 250 8 "boosted_rf" 1 0.0222222222222222
"1779" 3 0.534926328436879 0.1 0.7495 250 8 "boosted_rf" 1 0.0222222222222222
"1780" 3 0.531781604037256 0.1 0.999 250 8 "boosted_rf" 1 0.0222222222222222
"1781" 11 0.506829831315443 0.3 0.001 250 8 "boosted_rf" 0.555555555555556 0.0222222222222222
"1782" 7 0.522076166782208 0.3 0.2505 250 8 "boosted_rf" 0.6 0.0222222222222222
"1783" 5 0.524619568780002 0.3 0.5 250 8 "boosted_rf" 1 0.0222222222222222
"1784" 5 0.518748635385009 0.3 0.7495 250 8 "boosted_rf" 0.333333333333333 0.0222222222222222
"1785" 4 0.49766939689141 0.3 0.999 250 8 "boosted_rf" 1 0.0222222222222222
"1786" 24 0.498859652056397 0.5 0.001 250 8 "boosted_rf" 0.636363636363636 0.0222222222222222
"1787" 14 0.505884719411722 0.5 0.2505 250 8 "boosted_rf" 0.833333333333333 0.0222222222222222
"1788" 9 0.50387369419026 0.5 0.5 250 8 "boosted_rf" 0.571428571428571 0.0222222222222222
"1789" 6 0.489765828516564 0.5 0.7495 250 8 "boosted_rf" 1 0.0222222222222222
"1790" 3 0.536671373784396 0.5 0.999 250 8 "boosted_rf" 1 0.0222222222222222
"1791" 62 0.464817484839262 0.7 0.001 250 8 "boosted_rf" 0.733333333333333 0.0222222222222222
"1792" 28 0.48178277117844 0.7 0.2505 250 8 "boosted_rf" 0.692307692307692 0.0222222222222222
"1793" 12 0.508191187683678 0.7 0.5 250 8 "boosted_rf" 0.3 0.0222222222222222
"1794" 7 0.518062063997254 0.7 0.7495 250 8 "boosted_rf" 0.6 0.0222222222222222
"1795" 3 0.539565658554045 0.7 0.999 250 8 "boosted_rf" 1 0.0222222222222222
"1796" 161 0.478031169908107 0.9 0.001 250 8 "boosted_rf" 0.635220125786163 0.0222222222222222
"1797" 63 0.471442223968175 0.9 0.2505 250 8 "boosted_rf" 0.704918032786885 0.0222222222222222
